Catcher,Pitcher,Hitter,Pitch,Swing,Strike,Balls,Strikes,Outs,1B,2B,3B
simms,burns,fast,0,1,1,1,2,1,0,0,0
simms,burns,fast,0,1,1,1,2,1,0,0,0
simms,burns,rak,0,1,1,0,0,2,1,0,1
simms,burns,rak,1,1,1,0,1,2,0,0,0
simms,burns,rak,0,0,0,0,2,2,1,0,1
simms,burns,rak,0,0,0,1,2,2,0,0,0
simms,burns,rak,0,0,0,2,2,2,0,0,0
simms,burns,rak,0,0,0,3,2,2,0,0,0
simms,burns,plant,0,0,0,0,0,2,1,1,1
simms,burns,plant,1,1,0,1,0,2,0,0,0
simms,burns,plant,0,1,0,1,1,2,0,0,0
simms,burns,plant,0,0,0,1,2,2,0,0,0
simms,burns,plant,0,1,1,2,2,2,0,0,0
simon,jakin,aryo,1,1,0,0,0,2,0,0,0
simon,jakin,aryo,0,1,1,0,1,2,0,0,0
simon,jakin,aryo,1,1,0,0,2,2,0,0,0
simms,burns,simon,0,0,0,0,0,0,0,0,0
simms,burns,simon,0,1,0,1,0,0,0,0,0
simms,burns,simon,0,1,1,1,1,0,0,0,0
simms,burns,simon,0,0,0,1,2,0,0,0,0
simms,burns,simon,0,1,0,2,2,0,0,0,0
simms,burns,fast,0,0,0,0,0,1,0,0,0
simms,burns,fast,1,1,1,1,0,1,0,0,0
simms,burns,fast,0,0,0,1,1,1,0,0,0
simms,burns,fast,0,1,1,2,1,1,0,0,0
simms,burns,fast,1,1,1,2,2,1,0,0,0
simon,jakin,rak,0,1,1,0,0,0,0,0,0
simon,jakin,rak,1,0,0,0,1,0,0,0,0
simon,jakin,rak,0,1,1,1,1,0,0,0,0
simon,jakin,rak,1,0,0,1,2,0,0,0,0
simon,jakin,rak,0,0,0,2,2,0,0,0,0
simon,jakin,rak,0,0,0,3,2,0,0,0,0
simms,eddie,plant,1,0,0,0,0,0,0,0,0
simms,eddie,plant,0,0,0,1,0,0,0,0,0
simms,eddie,parker,0,0,0,0,0,0,1,0,0
simms,eddie,parker,0,0,0,1,0,0,0,0,0
simms,eddie,dame,1,1,0,1,1,0,0,0,0
simms,eddie,dame,0,0,0,1,1,2,0,0,0
simms,eddie,dame,0,0,0,2,1,2,0,0,0
simms,eddie,dame,0,1,1,2,2,2,0,0,0
simms,eddie,aryo,0,0,0,0,0,2,1,0,0
simms,eddie,aryo,0,0,0,1,0,2,1,0,0
simms,eddie,aryo,0,1,1,2,0,2,1,0,0
simms,eddie,aryo,1,0,1,2,1,2,1,0,0
simms,eddie,aryo,0,1,1,2,2,2,0,0,0
simms,eddie,aryo,1,0,1,2,2,2,0,0,0
simon,linder,simms,0,1,0,0,0,0,0,0,0
simon,linder,simms,0,1,1,0,1,0,0,0,0
simon,linder,simms,0,0,0,0,2,0,0,0,0
simon,linder,simms,0,1,1,1,2,0,0,0,0
simon,linder,simms,1,0,0,1,2,0,0,0,0
simon,linder,simms,0,0,0,2,2,0,0,0,0
simon,linder,simms,0,0,0,3,2,0,0,0,0
simon,linder,fast,0,1,1,0,0,0,1,0,0
simon,linder,rak,0,1,1,0,0,2,0,0,0
simon,linder,rak,1,0,0,0,1,2,0,0,0
simon,linder,rak,0,1,0,1,1,2,0,0,0
simon,linder,rak,0,0,0,1,2,2,0,0,0
simon,linder,rak,0,0,0,2,2,2,0,0,0
simon,linder,rak,0,0,0,3,2,2,0,0,0
simon,linder,plant,1,0,0,0,0,2,1,0,0
simon,linder,plant,0,0,0,1,0,2,0,0,0
simms,eddie,parker,1,1,0,0,0,0,0,0,0
simms,eddie,parker,0,1,1,0,1,0,0,0,0
simms,eddie,parker,1,0,0,0,2,0,0,0,0
simms,eddie,parker,1,0,0,1,2,0,0,0,0
simms,eddie,parker,0,0,0,2,2,0,0,0,0
simms,eddie,parker,0,0,1,2,2,0,0,0,0
simms,eddie,parker,1,1,1,2,2,0,0,0,0
simms,eddie,dame,0,0,0,0,0,1,0,0,0
simms,eddie,dame,1,1,0,1,0,1,0,0,0
simms,eddie,dame,1,0,0,1,1,1,0,0,0
simms,eddie,dame,0,0,0,2,1,1,0,0,0
simms,eddie,dame,0,1,1,3,1,1,0,0,0
simms,eddie,dame,1,0,0,3,2,1,0,0,0
simms,eddie,aryo,0,0,0,0,0,1,1,0,0
simms,eddie,aryo,0,0,1,1,0,1,1,0,0
simms,eddie,aryo,0,0,1,1,1,1,1,0,0
simms,eddie,aryo,0,0,1,1,2,1,1,0,0
simms,eddie,simon,1,0,0,0,0,2,1,0,0
simms,eddie,simon,0,1,1,1,0,2,0,1,0
simms,eddie,simon,0,1,1,1,1,2,0,1,0
simms,eddie,simon,1,0,1,1,2,2,0,1,0
simon,linder,fast,0,0,0,0,0,0,0,0,0
simon,linder,fast,0,1,1,1,0,0,0,0,0
simon,linder,fast,0,0,0,1,1,0,0,0,0
simon,linder,fast,0,0,0,2,1,0,0,0,0
simon,linder,fast,0,0,0,3,1,0,0,0,0
simon,linder,burns,0,0,0,0,0,0,1,0,0
simon,linder,burns,0,0,0,1,0,0,1,0,0
simon,linder,burns,0,0,0,2,0,0,1,0,0
simon,linder,burns,0,1,0,3,0,0,0,1,0
simon,linder,burns,0,1,0,3,1,0,0,1,0
simon,linder,burns,0,0,0,3,2,0,0,1,0
simon,linder,rak,0,1,1,0,0,0,1,1,0
simon,linder,plant,0,0,0,0,0,2,0,0,0
simon,linder,plant,0,0,0,1,0,2,0,0,1
simon,linder,plant,0,1,1,2,2,2,0,0,0
simms,eddie,parker,0,1,1,0,0,0,0,0,0
simms,eddie,dame,0,0,0,0,0,0,1,0,0
simms,eddie,dame,1,0,0,1,0,0,1,0,0
simms,eddie,dame,0,0,0,2,0,0,1,0,0
simms,eddie,dame,0,1,0,3,0,0,0,1,0
simms,eddie,dame,0,0,0,3,1,0,0,1,0
simms,eddie,dame,0,0,0,0,0,0,0,0,0
parker,darius,t. burton,0,0,0,0,0,0,0,0,0
parker,darius,t. burton,0,0,0,1,0,0,0,0,0
parker,darius,t. burton,0,1,1,2,0,0,0,0,0
parker,darius,t. burton,1,0,0,2,1,0,0,0,0
parker,darius,t. burton,0,1,1,3,1,0,0,0,0
parker,darius,dom,1,0,0,0,0,1,0,0,0
parker,darius,dom,0,0,0,1,0,1,0,0,0
parker,darius,dom,0,0,0,2,0,1,0,0,0
parker,darius,dom,1,1,1,2,1,1,0,0,0
parker,darius,dom,0,1,1,3,1,1,0,0,0
parker,darius,horn,1,1,0,0,0,2,0,0,0
parker,darius,horn,0,0,0,0,1,2,0,0,0
parker,darius,horn,0,1,1,1,1,2,0,0,0
parker,darius,horn,1,0,0,1,2,2,0,0,0
parker,darius,horn,0,0,0,2,2,2,0,0,0
parker,darius,horn,0,0,0,3,2,2,0,0,0
parker,darius,dex,1,0,0,0,0,2,1,0,0
parker,darius,dex,0,1,1,1,0,2,1,0,0
parker,darius,dex,0,1,1,1,1,2,1,0,0
parker,darius,dex,1,0,0,1,2,2,1,0,0
parker,darius,dex,0,1,0,2,2,2,1,0,0
dame,patrick,b. burton,0,1,1,0,0,0,0,0,0
dame,patrick,b. burton,1,0,0,0,1,0,0,0,0
dame,patrick,b. burton,0,0,0,1,1,0,0,0,0
dame,patrick,b. burton,0,0,0,2,1,0,0,0,0
dame,patrick,b. burton,0,1,1,3,1,0,0,0,0
dame,patrick,b. burton,0,0,0,3,2,0,0,0,0
dame,patrick,jax,0,1,1,0,0,0,1,0,0
dame,patrick,parker,0,0,0,0,0,2,0,0,0
dame,patrick,parker,0,1,1,1,0,2,0,0,0
parker,darius,t. burton,0,1,0,0,0,0,0,0,0
parker,darius,t. burton,1,0,0,0,1,0,0,0,0
parker,darius,t. burton,1,0,0,1,1,0,0,0,0
parker,darius,t. burton,0,0,0,2,1,0,0,0,0
parker,darius,t. burton,0,0,0,3,1,0,0,0,0
parker,darius,dom,0,1,1,0,0,0,1,0,0
parker,darius,dom,1,0,0,0,1,0,1,0,0
parker,darius,dom,0,1,1,1,1,0,1,0,0
parker,darius,dom,0,1,1,1,2,0,1,0,0
parker,darius,horn,0,1,1,0,0,0,1,1,0
parker,darius,horn,0,1,0,0,1,0,0,0,0
parker,darius,horn,0,0,0,0,2,0,0,0,0
parker,darius,horn,0,1,1,1,2,0,0,0,0
parker,darius,dex,0,1,0,0,0,1,0,1,1
parker,darius,dex,1,0,0,0,1,1,0,1,1
parker,darius,dex,1,0,0,1,1,1,0,1,1
parker,darius,dex,0,1,1,2,1,1,0,1,1
parker,darius,dex,0,1,1,2,2,1,0,1,1
parker,darius,dex,0,0,1,2,2,0,0,0,0
parker,darius,b. burton,0,1,1,0,0,2,0,0,1
dame,patrick,jax,1,0,0,1,0,0,0,0,0
dame,patrick,jax,0,0,1,1,1,0,0,0,0
dame,patrick,jax,0,1,1,0,0,0,0,0,0
dame,patrick,parker,0,0,0,0,0,0,0,1,0
dame,patrick,parker,0,1,1,1,0,0,0,1,0
dame,patrick,parker,0,1,0,1,1,0,0,1,0
dame,patrick,parker,1,1,1,1,2,0,0,1,0
dame,patrick,t. burton,0,0,0,0,0,1,0,1,0
dame,patrick,t. burton,0,1,0,1,0,1,0,0,1
dame,patrick,t. burton,0,0,0,1,1,1,0,0,1
dame,patrick,t. burton,1,0,0,2,1,1,0,0,1
dame,patrick,t. burton,0,1,1,3,1,1,0,0,1
dame,patrick,t. burton,0,1,1,3,2,1,0,0,1
dame,patrick,dom,0,1,0,0,0,2,0,0,1
dame,patrick,dom,1,1,1,0,1,2,0,0,1
dame,patrick,dom,1,0,0,0,2,2,0,0,1
dame,patrick,dom,1,0,0,1,2,2,0,0,1
dame,patrick,dom,0,1,1,2,2,2,0,0,1
parker,darius,horn,1,1,0,0,0,0,0,0,0
parker,darius,horn,0,0,0,0,1,0,0,0,0
parker,darius,horn,1,0,0,1,1,0,0,0,0
parker,darius,horn,0,0,0,2,1,0,0,0,0
parker,darius,horn,0,1,1,3,1,0,0,0,0
parker,darius,dex,0,1,1,0,0,0,1,0,0
parker,darius,b. burton,1,0,0,0,0,0,1,1,0
parker,darius,b. burton,0,1,1,1,0,1,0,0,0
parker,darius,jax,1,0,1,0,0,1,0,0,0
parker,darius,jax,1,0,0,1,0,1,0,0,0
parker,darius,jax,1,0,0,2,0,1,0,0,0
parker,darius,jax,0,1,1,2,1,1,0,0,0
parker,darius,jax,1,1,1,2,2,1,0,0,0
parker,darius,jax,1,1,1,2,2,1,0,0,0
parker,darius,jax,0,1,1,2,2,1,0,0,0
parker,darius,jax,0,0,0,2,2,1,0,0,0
parker,darius,jax,0,0,0,3,2,1,0,0,0
parker,darius,dame,0,0,0,0,0,1,1,1,1
parker,darius,dame,0,0,1,1,0,1,1,1,1
parker,darius,dame,1,0,1,1,1,1,1,1,1
parker,darius,dame,1,0,0,1,2,1,1,1,1
parker,darius,dame,0,0,0,2,2,1,1,1,1
parker,darius,dame,0,0,0,3,2,1,1,1,1
dame,darius,t. burton,0,1,1,0,0,0,0,0,0
dame,darius,dom,1,0,0,0,0,0,1,0,0
dame,darius,dom,0,0,0,1,0,0,1,0,0
dame,darius,dom,0,0,0,2,0,0,1,0,0
dame,darius,dom,0,0,1,3,0,0,1,0,0
dame,darius,dom,0,1,1,3,1,0,0,0,0
dame,darius,horn,0,0,0,0,0,0,0,0,0
dame,darius,horn,1,0,0,1,0,0,0,0,0
dame,darius,horn,0,0,0,2,0,0,0,0,0
dame,darius,horn,0,0,0,3,0,0,0,0,0
dame,darius,dex,0,1,1,0,0,0,1,0,0
dame,darius,dex,0,1,1,0,1,0,1,0,0
dame,darius,dex,0,1,1,0,2,0,0,0,0
parker,peter,b. burton,0,0,0,0,0,0,0,0,0
parker,peter,b. burton,0,1,1,1,0,0,0,0,0
parker,peter,b. burton,1,1,1,1,1,0,0,0,0
parker,peter,jax,0,0,0,0,0,0,1,0,0
parker,peter,jax,0,0,0,1,0,0,0,0,0
parker,peter,jax,0,0,0,2,0,0,0,0,0
parker,peter,jax,0,0,0,3,0,0,0,0,0
parker,peter,dame,0,0,0,0,0,0,1,1,0
parker,peter,dame,0,1,1,1,0,0,0,0,0
parker,peter,dame,1,1,0,1,1,0,0,0,0
parker,peter,dame,1,0,1,1,2,0,0,0,0
parker,peter,dame,1,1,1,1,2,0,0,0,0
parker,peter,t. burton,1,0,0,0,0,1,0,1,1
parker,peter,t. burton,1,0,0,1,0,1,0,0,0
parker,peter,t. burton,0,0,0,2,0,1,0,0,0
parker,peter,t. burton,0,1,1,3,0,1,0,0,0
parker,peter,t. burton,0,1,1,3,1,1,0,0,0
parker,peter,dom,1,1,1,0,0,2,0,1,1
parker,peter,horn,0,0,0,0,0,2,1,0,0
parker,peter,horn,1,1,1,1,0,2,0,0,0
dame,fast,dex,0,0,0,0,0,0,0,0,0
dame,fast,dex,0,0,1,1,0,0,0,0,0
dame,fast,dex,1,0,1,1,1,0,0,0,0
dame,fast,dex,1,1,1,1,2,0,0,0,0
dame,fast,dex,0,0,1,1,2,0,0,0,0
dame,fast,b. burton,0,0,0,0,0,1,0,0,0
dame,fast,b. burton,0,1,1,1,0,0,0,0,0
dame,fast,jax,0,1,1,0,0,2,0,0,0
dame,fast,jax,1,1,1,0,1,0,0,0,0
dame,fast,parker,0,1,1,0,0,2,1,0,0
dame,fast,t. burton,0,1,0,0,0,2,1,0,1
dame,fast,t. burton,0,0,0,0,1,0,0,0,0
dame,fast,t. burton,1,1,0,1,1,2,0,0,0
dame,fast,t. burton,0,0,0,1,2,2,0,0,0
dame,fast,t. burton,0,1,0,1,2,2,1,0,1
parker,peter,dom,0,0,0,0,0,0,0,0,0
parker,peter,dom,0,1,1,1,0,0,0,0,0
parker,peter,horn,1,0,0,0,0,1,0,0,0
parker,peter,horn,1,0,0,1,0,1,0,0,0
parker,peter,horn,0,0,0,2,0,1,0,0,0
parker,peter,horn,0,0,0,3,0,1,0,0,0
parker,peter,dex,1,1,0,0,0,1,1,0,0
parker,peter,dex,1,0,0,0,1,1,0,0,0
parker,peter,dex,0,0,0,1,1,1,0,0,0
parker,peter,dex,1,0,0,2,1,1,0,0,0
parker,peter,dex,0,0,0,3,1,1,0,0,0
parker,peter,b. burton,0,1,1,0,0,1,1,1,0
parker,peter,jax,1,0,0,0,0,2,1,1,0
parker,peter,jax,0,1,0,1,0,2,0,0,0
parker,peter,jax,0,0,0,1,1,2,0,0,0
parker,peter,jax,0,0,0,2,1,2,0,0,0
parker,peter,jax,1,0,0,3,1,2,0,0,0
parker,peter,dame,0,1,1,0,0,2,1,1,1
parker,peter,dame,0,0,0,0,1,2,0,0,0
parker,peter,dame,1,0,1,1,1,2,0,0,0
parker,peter,dame,1,0,0,1,2,2,0,0,0
parker,peter,dame,0,0,0,1,2,2,0,0,0
parker,peter,dame,1,0,0,2,2,2,0,0,0
parker,peter,dame,0,0,0,3,2,2,0,0,0
dame,fast,t. burton,0,1,0,0,0,0,0,0,0
dame,fast,t. burton,1,0,0,0,1,0,0,0,0
dame,fast,t. burton,1,0,1,1,1,0,0,0,0
dame,fast,t. burton,0,0,0,1,2,0,0,0,0
dame,fast,t. burton,0,1,1,2,2,0,0,0,0
dame,fast,dom,0,0,0,0,0,0,1,0,0
dame,fast,dom,1,0,1,1,0,0,0,1,0
dame,fast,dom,0,0,0,1,1,0,0,0,0
dame,fast,dom,0,1,1,2,1,0,0,0,0
dame,fast,dom,1,0,0,2,2,0,0,0,0
dame,fast,dom,0,1,1,3,2,0,0,0,0
dame,fast,dom,0,0,1,3,2,0,0,0,0
dame,fast,horn,0,1,1,0,0,1,0,0,1
dame,fast,dex,0,0,1,0,1,2,0,0,0
dame,fast,dex,1,0,0,1,1,2,0,0,0
dame,fast,dex,0,1,1,1,2,2,0,0,0
dame,fast,dex,0,0,0,2,2,2,0,0,0
dame,fast,dex,0,1,1,2,2,2,0,0,0
dame,fast,dex,0,1,1,2,2,2,0,0,0
dame,fast,dex,1,0,0,2,2,2,0,0,0
dame,fast,dex,0,1,1,3,2,2,0,0,0
dame,fast,dex,0,0,0,3,2,2,0,0,0
dame,fast,b. burton,0,0,0,0,0,2,1,0,1
dame,fast,b. burton,0,0,1,1,0,2,0,0,0
dame,fast,b. burton,0,0,0,1,1,2,0,0,0
parker,quan,jax,0,1,1,0,0,0,0,0,0
parker,quan,t. burton,1,0,0,0,0,1,0,0,0
parker,quan,t. burton,0,1,0,1,0,1,0,0,0
parker,quan,t. burton,1,1,0,1,1,1,0,0,0
parker,quan,t. burton,1,1,0,1,2,1,0,0,0
parker,quan,dame,0,0,0,0,0,2,0,0,0
parker,quan,dame,0,0,1,1,0,2,0,0,0
parker,quan,dame,1,1,1,1,1,2,0,0,0
parker,quan,dom,1,1,1,0,0,0,0,0,0
parker,quan,horn,0,1,1,0,0,1,0,0,0
parker,quan,dex,0,0,0,0,0,2,0,0,0
parker,quan,dex,1,1,1,1,0,2,0,0,0
parker,quan,dex,1,0,0,1,1,2,0,0,0
parker,quan,dex,0,0,1,2,1,2,0,0,0
parker,quan,dex,1,0,1,2,2,2,0,0,0
parker,quan,b. burton,0,1,1,0,0,0,0,0,0
dame,quan,jax,0,1,1,0,0,1,0,0,0
dame,quan,parker,1,0,1,0,0,1,1,0,0
dame,quan,parker,0,1,1,0,1,1,0,0,0
dame,quan,parker,0,1,1,0,2,1,0,0,0
dame,quan,t. burton,1,0,0,0,0,1,1,1,0
dame,quan,t. burton,0,1,1,0,0,1,0,1,1
dame,quan,dom,1,0,0,1,0,1,1,0,0
dame,quan,dom,1,0,0,2,0,1,0,0,0
dame,quan,dom,0,1,0,2,1,1,0,0,0
dame,quan,dom,0,0,0,3,1,1,0,0,0
dame,quan,dom,0,1,1,3,2,1,0,0,0
dame,quan,dom,0,0,0,3,2,1,0,0,0
dame,quan,horn,0,1,1,3,2,1,1,1,0
dame,quan,dex,0,1,1,0,0,0,0,0,0
dame,quan,dex,0,1,1,0,1,0,0,0,0
dame,quan,dex,1,1,1,0,2,0,0,0,0
dame,quan,b. burton,0,1,1,0,0,1,0,0,0
dame,quan,b. burton,0,0,0,0,1,1,0,0,0
dame,quan,b. burton,1,1,1,1,1,1,0,0,0
dame,quan,b. burton,1,0,1,1,2,1,0,0,0
dame,quan,jax,0,0,0,0,0,2,0,0,0
dame,quan,jax,1,0,0,1,0,2,0,0,0
dame,quan,jax,0,0,1,2,0,2,0,0,0
dame,quan,jax,1,1,1,2,1,2,0,0,0
dame,jack m,parker,0,1,0,0,0,0,0,0,0
dame,jack m,parker,0,1,1,0,1,0,0,0,0
dame,jack m,t. burton,0,0,0,0,0,1,0,0,0
dame,jack m,t. burton,0,1,1,1,0,1,0,0,0
dame,jack m,t. burton,1,1,1,1,1,1,0,0,0
dame,jack m,t. burton,1,1,1,1,2,1,0,0,0
dame,jack m,riecker,0,1,1,0,0,1,1,0,0
dame,jack m,riecker,0,0,0,0,1,1,1,0,0
dame,jack m,riecker,0,1,1,1,1,1,1,0,0
jai,darius,deagle,0,0,0,0,0,0,0,0,0
jai,darius,deagle,1,0,0,1,0,0,0,0,0
jai,darius,deagle,0,1,1,2,0,0,0,0,0
jai,darius,deagle,1,1,1,2,1,0,0,0,0
jai,darius,b. burton,0,1,1,0,0,1,0,0,0
jai,darius,b. burton,1,0,0,0,1,1,0,0,0
jai,darius,b. burton,0,0,0,1,1,1,0,0,0
jai,darius,b. burton,1,1,0,2,1,1,0,0,0
jai,darius,b. burton,1,1,1,2,2,1,0,0,0
jai,darius,dame,0,1,1,0,0,1,1,0,0
jai,darius,dame,0,1,0,0,1,1,1,0,0
jai,darius,dame,0,0,0,0,2,1,1,0,0
jai,darius,dame,0,1,1,1,2,1,1,0,0
jai,darius,dame,1,0,0,1,2,1,1,0,0
jai,darius,dame,0,1,1,2,1,1,1,0,0
jai,darius,parker,0,1,1,0,0,2,1,0,0
dame,jack m,t. burton,1,0,0,0,0,0,0,0,0
dame,jack m,t. burton,0,0,0,1,0,0,0,0,0
dame,jack m,t. burton,1,0,0,2,0,0,0,0,0
dame,jack m,t. burton,0,1,1,3,0,0,0,0,0
dame,jack m,t. burton,0,1,0,3,1,0,0,0,0
dame,jack m,t. burton,0,1,0,3,2,0,0,0,0
dame,jack m,riecker,0,1,1,0,0,1,1,0,0
dame,jack m,jai,0,0,0,0,0,2,0,0,0
dame,jack m,jai,0,1,1,1,0,2,0,0,0
dame,jack m,jai,1,0,0,1,1,2,0,0,0
dame,jack m,jai,1,0,0,2,1,2,0,0,0
dame,jack m,jai,0,1,1,3,1,2,0,0,0
dame,jack m,jai,0,1,1,3,2,2,0,0,0
dame,jack m,jai,0,0,0,3,2,2,0,0,0
dame,jack m,deagle,1,0,0,0,0,2,1,0,0
dame,jack m,deagle,0,1,0,1,0,2,0,0,0
dame,jack m,deagle,1,0,0,1,1,2,0,1,0
dame,jack m,deagle,0,1,0,2,1,2,0,0,0
dame,jack m,deagle,0,1,1,2,2,2,0,0,0
dame,jack m,deagle,0,0,0,2,2,2,0,0,0
dame,jack m,deagle,1,1,1,3,2,2,0,0,0
jai,darius,b. burton,0,1,1,0,0,0,0,0,0
jai,darius,dame,0,1,1,0,0,1,0,0,0
jai,darius,dame,0,1,0,0,1,1,0,0,0
jai,darius,dame,0,1,0,1,2,1,0,0,0
jai,darius,parker,1,1,1,0,0,2,0,0,0
dame,jack m,t. burton,0,1,0,0,0,0,0,0,0
dame,jack m,t. burton,0,1,1,0,1,0,0,0,0
dame,jack m,riecker,0,1,0,0,0,1,0,0,0
dame,jack m,riecker,0,0,0,0,1,1,0,0,0
dame,jack m,riecker,1,0,0,1,1,1,0,0,0
dame,jack m,riecker,1,1,0,2,1,1,0,0,0
dame,jack m,riecker,0,0,0,2,2,1,0,0,0
dame,jack m,riecker,0,0,0,3,2,1,0,0,0
dame,jack m,jai,0,1,1,0,0,1,1,0,0
dame,jack m,deagle,0,0,0,0,0,1,1,1,0
dame,jack m,deagle,1,0,0,1,0,1,1,1,0
dame,jack m,deagle,0,1,0,2,0,1,1,1,0
dame,jack m,deagle,0,1,1,2,1,1,1,1,0
dame,jack m,deagle,0,1,1,2,2,1,1,1,0
dame,jack m,deagle,1,0,1,2,2,1,1,1,0
dame,jack m,b. burton,0,0,0,0,0,2,1,1,0
dame,jack m,b. burton,0,1,1,1,0,2,0,0,0
jai,darius,dame,0,0,0,0,0,0,0,0,0
jai,darius,dame,1,0,0,1,0,0,0,0,0
jai,darius,dame,0,0,0,2,0,0,0,0,0
jai,darius,dame,0,0,0,3,0,0,0,0,0
jai,darius,parker,1,1,1,0,0,0,1,0,0
jai,darius,parker,0,0,0,0,1,0,0,0,0
jai,darius,parker,1,1,0,1,1,0,0,0,0
jai,darius,parker,1,1,1,1,2,0,0,0,0
jai,darius,parker,1,0,0,1,2,0,0,0,0
jai,darius,parker,0,1,1,2,2,0,0,0,0
jai,darius,parker,0,0,1,2,2,0,0,0,0
jai,darius,t. burton,1,0,1,0,0,1,1,0,0
jai,darius,t. burton,0,1,0,0,1,1,0,0,0
jai,darius,t. burton,0,0,0,0,2,1,0,0,0
jai,darius,t. burton,0,1,1,1,2,1,0,0,0
jai,darius,riecker,0,1,0,0,0,1,1,0,1
jai,darius,riecker,0,0,0,0,1,1,0,0,0
jai,darius,riecker,1,1,1,1,1,1,0,1,0
jai,darius,deagle,0,0,0,0,0,2,0,0,0
jai,darius,deagle,1,1,0,1,0,2,0,0,0
jai,darius,deagle,1,1,1,0,0,2,0,0,0
jai,darius,b. burton,0,1,1,0,0,2,0,0,0
dame,kozak,parker,1,0,0,0,0,0,0,0,0
dame,kozak,parker,0,1,1,1,0,0,0,0,0
dame,kozak,t. burton,1,0,0,0,0,1,0,0,0
dame,kozak,t. burton,1,0,0,1,0,1,0,0,0
dame,kozak,t. burton,0,1,1,1,1,1,0,0,0
dame,kozak,riecker,1,0,0,0,0,1,1,0,0
dame,kozak,riecker,0,1,0,1,0,1,0,0,0
dame,kozak,riecker,1,0,0,1,1,1,0,0,0
dame,kozak,riecker,0,1,0,2,1,1,0,0,0
dame,kozak,riecker,1,1,1,2,2,1,0,0,0
dame,kozak,jai,0,0,0,0,0,2,0,0,0
dame,kozak,jai,1,0,0,1,0,2,0,0,0
dame,kozak,jai,0,1,1,2,0,2,0,0,0
jai,darius,deagle,0,1,1,0,0,0,0,0,0
jai,darius,deagle,1,0,0,0,1,0,0,0,0
jai,darius,deagle,1,0,0,1,1,0,0,0,0
jai,darius,deagle,0,0,0,2,1,0,0,0,0
jai,darius,deagle,0,1,0,3,1,0,0,0,0
jai,darius,deagle,0,1,1,3,2,0,0,0,0
